ubn,country_code,farm_name,recent_mpr_date
912198800,GB,David & Matthew Carrick,2025-10-17
904658800,GB,"MESSRS J & I WILSON, CARSKERDO FARM",2025-07-16
183484,NL,Maatschap M. en A. Hummel,2025-10-04
317102,NL,Hfm Arts,2025-10-16
29111023,FR,GAEC DU HETRE,2025-09-18
29122151,FR,GAEC DE TUDAVAL,2025-10-10
016872102,GB,P H & E A HEBSON TOWN END FARM,2025-09-18
109417302,GB,A F & V A & N A MAYNARD COLLYHAYES FARM,2025-07-31
108910702,GB,J C P HAWKEN PENWENHAM FARM,2025-10-20
4601601790,BE,Vermapa Maes Comm Vlo,2025-09-30
066133202,GB,R S TAYLOR & SON BRYN EITHIN FARM,2025-07-02
7202301126,BE,VAN DAEL ERIK,2025-06-02
524885,NL,FJM van Dijck,2025-10-01
235088,NL,Cjm Boerkamp+da Boerkamp-Boers,2023-12-21
086437501,GB,E J LACEY & SONS BOLTER END FARM,2025-10-07
39049010,FR,GAEC du chaudot,2025-10-02
29191098,FR,GAEC DE KERBIRIOU,2025-06-23
49026273,FR,GAEC DU CHÊNE VERT,2025-10-06
76099251,FR,SCEA DU MESNIL GRAND AVOINE,2025-09-24
166731,NL,Mts Hofsteenge,2024-07-03
1202429,NL,J Wijnker,2025-10-02
284871,NL,Arfman J.B. en G.H.E,2025-09-30
38058,NL,Firma de Vries-Wester,2025-10-02
87834,NL,mts Bakker,2025-10-04
4300202077,BE,Maatschap De Wulf,2025-09-16
22249145,FR,GAEC De L'horizon,2025-10-21
50551254,FR,GAEC ANGOT JP,2025-09-17
913287400,GB,MR PHILIP TRUESDALE,2025-07-03
109813001,GB,D J & J E MERRIN HENDHAM VIEW FARM WOODLEIGH KINGSBRIDGE DEVON,2025-09-26
94117250,DE,Stuijt GbR,2025-09-17
124979,NL,A. Hoekstra,2024-02-08
263830,NL,D. van Middelkoop,2025-10-03
275158,NL,De Olde Poll,2024-08-11
902428700,GB,TS & C I JERMAN,2025-10-06
902626200,GB,PIKEHALL FARMING LTD,2025-10-14
901062000,GB,"H & NM EVANS, DANYCAPEL",2025-10-14
59241037,FR,GAEC DES RETEAUX,2025-10-02
22081002,FR,GAEC Du Pont Harcouet,2025-10-07
43042113,FR,THOMAS THIERRY,2025-10-14
22164022,FR,Le Bouette Jacques,2025-04-16
56203115,FR,EARL DU QUINQUIS,2025-09-09
50593219,FR,GAEC DE LA PONTISERIE,2025-10-01
214889,NL,VOF Miskotte,2025-10-19
19596,NL,P de Jong,2025-09-03
028934401,GB,R J V MCNAUGHER NORTHWOODS,2025-05-26
901513400,GB,W SCHUG,2025-10-07
055207302,GB,M S C WHEELER & SON PURSHALL GREEN FARM,2024-06-14
4401203834,BE,Willems Ruben,2025-10-17
358484,NL,J.J.M. OUT,2024-04-03
416395,NL,Rundveebedrijf Timmermans Westelbeers V.O.F.,2025-09-10
50187078,FR,Earl des rousses,2025-09-08
029991803,GB,J M & J M PIERCE & SONS GLEBE FARM,2025-09-16
1101705283,BE,PEETERS HANS LV,2025-09-26
449094,NL,Biologisch melkveebedrijf Ebbers,2025-10-09
141882600093,DE,Agrargenossenschaft Dorfchemnitz e. G.,2025-10-06
76741060,FR,GAEC COLBOC,2025-09-09
029021101,GB,W CONDER & SON SANDBEDS FARM,2023-12-14
28886,NL,Mts. Politiek,2025-09-16
24480,GB,Robert King,2025-10-14
29014006,FR,GAEC DE BLEVARA,2025-03-26
108932001,GB,B J & S K THOMAS STONE VIEW NORTH NEWTON,2025-09-26
107989001,GB,F J & L A POOLE ELMSCOTT FARM,2025-10-17
057940001,GB,T S & M OAKES BEACON FARM,2024-05-23
842464,NL,Landbouwbedrijf van Dorp,2025-10-06
3300960318,BE,Dejonckheere Jeroen,2025-04-30
1200203834,BE,Johan Smits,2025-10-16
35190016,FR,GAEC DU ROCHER,2025-09-02
902191600,GB,"NL, MP AND RJ BROWN",2025-07-05
909037900,GB,MESSRS FISHER,2024-08-15
427566,NL,V.O.F. van der Linden,2025-09-22
913290100,GB,MERVYN & AMANDA MCGIMPSEY,2025-04-11
417648,NL,Melkveebedrijf Huijsmans,2025-10-03
1303505703,BE,Mertens-Van Ginhoven COMM VLO,2025-09-28
451996,NL,Mts Frijns Geelen,2025-09-29
